"id_unique","rf15_no","rf15_show","rf15a","rf15b","rf15b_other","wgt"
"S28_32",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_32",2,"VEHICLE",1,2,,1588
"S28_32",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1588
"S28_37",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1588
"S28_37",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_37",2,"VEHICLE",1,2,,1588
"S28_37",1,"LAND/PROPERTY/BUILDINGS",1,2,,1588
"S28_50",2,"VEHICLE",1,2,,1588
"S28_50",1,"LAND/PROPERTY/BUILDINGS",1,2,,1588
"S28_50",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_50",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,1588
"S28_59",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,1588
"S28_59",1,"LAND/PROPERTY/BUILDINGS",1,3,,1588
"S28_59",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_59",2,"VEHICLE",1,4,,1588
"S28_61",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_61",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1588
"S28_61",1,"LAND/PROPERTY/BUILDINGS",1,4,,1588
"S28_61",2,"VEHICLE",1,4,,1588
"S28_65",1,"LAND/PROPERTY/BUILDINGS",1,2,,1588
"S28_65",2,"VEHICLE",1,3,,1588
"S28_65",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1588
"S28_65",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,1588
"S28_7",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_7",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1588
"S28_7",2,"VEHICLE",1,2,,1588
"S28_7",1,"LAND/PROPERTY/BUILDINGS",1,2,,1588
"S28_8",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1588
"S28_8",1,"LAND/PROPERTY/BUILDINGS",3,,,1588
"S28_8",2,"VEHICLE",1,4,,1588
"S28_8",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,1588
"S29_1",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_1",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_1",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_1",2,"VEHICLE",3,,,5960
"S29_10",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_10",1,"LAND/PROPERTY/BUILDINGS",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_10",2,"VEHICLE",1,4,,5960
"S29_10",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_110",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_110",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,4,,5960
"S29_110",2,"VEHICLE",1,4,,5960
"S29_110",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_122",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_122",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_122",2,"VEHICLE",1,4,,5960
"S29_122",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_126",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_126",2,"VEHICLE",3,,,5960
"S29_126",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_126",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5960
"S29_128",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_128",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_128",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5960
"S29_128",2,"VEHICLE",1,4,,5960
"S29_13",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_13",2,"VEHICLE",3,,,5960
"S29_13",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_13",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_133",2,"VEHICLE",3,,,5960
"S29_133",1,"LAND/PROPERTY/BUILDINGS",1,5,,5960
"S29_133",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,4,,5960
"S29_133",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_138",2,"VEHICLE",1,95,"SISTER/BROTHER IN LAW (NON HH MEMBER)",5960
"S29_138",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_138",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_138",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_141",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_141",2,"VEHICLE",1,2,,5960
"S29_141",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_141",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_151",2,"VEHICLE",1,5,,5960
"S29_151",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_151",1,"LAND/PROPERTY/BUILDINGS",1,5,,5960
"S29_151",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_152",1,"LAND/PROPERTY/BUILDINGS",1,5,,5960
"S29_152",2,"VEHICLE",1,95,"UNCLE (NON HH MEMBER)",5960
"S29_152",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_152",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_157",2,"VEHICLE",3,,,5960
"S29_157",1,"LAND/PROPERTY/BUILDINGS",1,3,,5960
"S29_157",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_157",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_16",2,"VEHICLE",1,4,,5960
"S29_16",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_16",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_16",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_17",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_17",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_17",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_17",2,"VEHICLE",1,4,,5960
"S29_171",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_171",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_171",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_171",2,"VEHICLE",1,2,,5960
"S29_174",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_174",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,3,,5960
"S29_174",2,"VEHICLE",1,4,,5960
"S29_174",1,"LAND/PROPERTY/BUILDINGS",1,5,,5960
"S29_186",1,"LAND/PROPERTY/BUILDINGS",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_186",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_186",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_186",2,"VEHICLE",3,,,5960
"S29_187",2,"VEHICLE",1,4,,5960
"S29_187",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_187",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_187",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_194",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_194",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_194",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_194",2,"VEHICLE",1,4,,5960
"S29_195",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5960
"S29_195",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_195",2,"VEHICLE",1,2,,5960
"S29_195",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_197",2,"VEHICLE",3,,,5960
"S29_197",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_197",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_197",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_203",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_203",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_203",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_203",2,"VEHICLE",1,3,,5960
"S29_208",2,"VEHICLE",1,4,,5960
"S29_208",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_208",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_208",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_21",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_21",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_21",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_21",2,"VEHICLE",3,,,5960
"S29_215",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_215",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_215",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_215",2,"VEHICLE",3,,,5960
"S29_221",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_221",2,"VEHICLE",1,2,,5960
"S29_221",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_221",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_223",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_223",2,"VEHICLE",1,4,,5960
"S29_223",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_223",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_230",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5960
"S29_230",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_230",2,"VEHICLE",1,4,,5960
"S29_230",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_255",1,"LAND/PROPERTY/BUILDINGS",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_255",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_255",2,"VEHICLE",1,3,,5960
"S29_255",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,95,"SISTER/BROTHER IN LAW (NON HH MEMBER)",5960
"S29_262",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_262",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_262",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_262",2,"VEHICLE",1,4,,5960
"S29_39",2,"VEHICLE",1,4,,5960
"S29_39",1,"LAND/PROPERTY/BUILDINGS",1,3,,5960
"S29_39",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_39",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_4",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_4",2,"VEHICLE",1,4,,5960
"S29_4",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_4",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_46",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_46",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_46",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_46",2,"VEHICLE",1,4,,5960
"S29_57",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_57",2,"VEHICLE",3,,,5960
"S29_57",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_57",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_58",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_58",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_58",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_58",2,"VEHICLE",3,,,5960
"S29_64",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_64",2,"VEHICLE",3,,,5960
"S29_64",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_64",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_69",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_69",2,"VEHICLE",1,4,,5960
"S29_69",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_69",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_8",2,"VEHICLE",3,,,5960
"S29_8",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_8",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_8",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_81",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_81",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_81",2,"VEHICLE",1,4,,5960
"S29_81",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_83",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_83",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,95,"CHILD (NON HH MEMBER)",5960
"S29_83",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5960
"S29_83",2,"VEHICLE",1,2,,5960
"S29_84",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_84",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_84",2,"VEHICLE",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_84",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_86",1,"LAND/PROPERTY/BUILDINGS",1,4,,5960
"S29_86",2,"VEHICLE",3,,,5960
"S29_86",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5960
"S29_86",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_88",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_88",1,"LAND/PROPERTY/BUILDINGS",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_88",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,95,"PARENTS (NON HH MEMBER)",5960
"S29_88",2,"VEHICLE",1,2,,5960
"S29_89",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_89",1,"LAND/PROPERTY/BUILDINGS",1,2,,5960
"S29_89",2,"VEHICLE",1,5,,5960
"S29_89",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S29_91",2,"VEHICLE",1,4,,5960
"S29_91",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5960
"S29_91",1,"LAND/PROPERTY/BUILDINGS",3,,,5960
"S29_91",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5960
"S2_103",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_103",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_103",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_103",2,"VEHICLE",1,2,,6034
"S2_110",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_110",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_110",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_110",2,"VEHICLE",1,4,,6034
"S2_12",2,"VEHICLE",1,3,,6034
"S2_12",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_12",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_12",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_126",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,6034
"S2_126",2,"VEHICLE",1,2,,6034
"S2_126",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_126",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_135",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_135",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_135",2,"VEHICLE",1,3,,6034
"S2_135",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_14",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_14",2,"VEHICLE",3,,,6034
"S2_14",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_14",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_167",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_167",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_167",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_167",2,"VEHICLE",1,4,,6034
"S2_17",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_17",2,"VEHICLE",1,2,,6034
"S2_17",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_17",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_179",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_179",2,"VEHICLE",3,,,6034
"S2_179",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_179",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,6034
"S2_184",2,"VEHICLE",1,5,,6034
"S2_184",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_184",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_184",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_193",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_193",2,"VEHICLE",1,2,,6034
"S2_193",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_193",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_196",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_196",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_196",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_196",2,"VEHICLE",1,5,,6034
"S2_20",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_20",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_20",2,"VEHICLE",1,3,,6034
"S2_20",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_225",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_225",2,"VEHICLE",1,2,,6034
"S2_225",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,6034
"S2_225",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_229",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_229",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,6034
"S2_229",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_229",2,"VEHICLE",1,2,,6034
"S2_257",2,"VEHICLE",1,4,,6034
"S2_257",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,6034
"S2_257",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_257",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,4,,6034
"S2_260",2,"VEHICLE",1,4,,6034
"S2_260",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_260",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_260",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_270",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_270",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_270",2,"VEHICLE",3,,,6034
"S2_270",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_273",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_273",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_273",2,"VEHICLE",3,,,6034
"S2_273",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_275",2,"VEHICLE",1,2,,6034
"S2_275",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_275",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_275",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_284",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_284",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_284",2,"VEHICLE",1,2,,6034
"S2_284",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_289",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_289",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_289",2,"VEHICLE",1,4,,6034
"S2_289",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_294",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_294",2,"VEHICLE",1,4,,6034
"S2_294",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_294",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_335",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_335",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_335",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,6034
"S2_335",2,"VEHICLE",1,5,,6034
"S2_360",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_360",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_360",2,"VEHICLE",1,2,,6034
"S2_360",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_375",2,"VEHICLE",1,4,,6034
"S2_375",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_375",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_375",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_396",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_396",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_396",2,"VEHICLE",1,2,,6034
"S2_396",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_41",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_41",2,"VEHICLE",3,,,6034
"S2_41",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_41",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_420",2,"VEHICLE",1,4,,6034
"S2_420",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_420",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_420",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_470",2,"VEHICLE",1,4,,6034
"S2_470",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_470",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_470",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_471",2,"VEHICLE",1,4,,6034
"S2_471",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
