"id_unique","rf15_no","rf15_show","rf15a","rf15b","rf15b_other","wgt"
"S14_21",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_21",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,3,,5858
"S14_21",2,"VEHICLE",1,4,,5858
"S14_21",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5858
"S14_212",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_212",2,"VEHICLE",1,4,,5858
"S14_212",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_212",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5858
"S14_223",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_223",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_223",2,"VEHICLE",1,4,,5858
"S14_223",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_224",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_224",2,"VEHICLE",1,2,,5858
"S14_224",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_224",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_243",1,"LAND/PROPERTY/BUILDINGS",3,,,5858
"S14_243",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_243",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_243",2,"VEHICLE",1,4,,5858
"S14_262",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,3,,5858
"S14_262",2,"VEHICLE",1,4,,5858
"S14_262",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_262",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_263",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_263",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_263",2,"VEHICLE",1,4,,5858
"S14_263",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_266",2,"VEHICLE",3,,,5858
"S14_266",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_266",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_266",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_269",2,"VEHICLE",1,2,,5858
"S14_269",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_269",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_269",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_272",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_272",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_272",2,"VEHICLE",1,5,,5858
"S14_272",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_283",2,"VEHICLE",1,2,,5858
"S14_283",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_283",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_283",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_292",2,"VEHICLE",1,4,,5858
"S14_292",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_292",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_292",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_294",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_294",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_294",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5858
"S14_294",2,"VEHICLE",1,2,,5858
"S14_295",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_295",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_295",2,"VEHICLE",1,4,,5858
"S14_295",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_305",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_305",2,"VEHICLE",1,4,,5858
"S14_305",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_305",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_312",2,"VEHICLE",1,2,,5858
"S14_312",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_312",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_312",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_329",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_329",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_329",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_329",2,"VEHICLE",1,2,,5858
"S14_333",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_333",2,"VEHICLE",1,4,,5858
"S14_333",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_333",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_48",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_48",2,"VEHICLE",1,3,,5858
"S14_48",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5858
"S14_48",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_53",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_53",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_53",2,"VEHICLE",1,4,,5858
"S14_53",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_54",2,"VEHICLE",3,,,5858
"S14_54",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_54",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_54",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_58",2,"VEHICLE",1,4,,5858
"S14_58",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_58",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_58",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_59",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_59",2,"VEHICLE",3,,,5858
"S14_59",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_59",1,"LAND/PROPERTY/BUILDINGS",3,,,5858
"S14_6",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_6",2,"VEHICLE",1,4,,5858
"S14_6",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_6",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_67",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_67",1,"LAND/PROPERTY/BUILDINGS",3,,,5858
"S14_67",2,"VEHICLE",1,4,,5858
"S14_67",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_68",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5858
"S14_68",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_68",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_68",2,"VEHICLE",1,4,,5858
"S14_79",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_79",1,"LAND/PROPERTY/BUILDINGS",3,,,5858
"S14_79",2,"VEHICLE",1,2,,5858
"S14_79",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_8",2,"VEHICLE",1,4,,5858
"S14_8",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_8",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_8",1,"LAND/PROPERTY/BUILDINGS",1,4,,5858
"S14_84",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_84",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_84",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_84",2,"VEHICLE",1,4,,5858
"S14_86",2,"VEHICLE",1,2,,5858
"S14_86",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S14_86",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5858
"S14_86",1,"LAND/PROPERTY/BUILDINGS",1,2,,5858
"S14_96",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,3,,5858
"S14_96",2,"VEHICLE",1,2,,5858
"S14_96",1,"LAND/PROPERTY/BUILDINGS",1,5,,5858
"S14_96",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5858
"S15_13",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_13",2,"VEHICLE",1,2,,184
"S15_13",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,184
"S15_13",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_17",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_17",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_17",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_17",2,"VEHICLE",3,,,184
"S15_21",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_21",2,"VEHICLE",3,,,184
"S15_21",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_21",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_27",2,"VEHICLE",1,2,,184
"S15_27",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_27",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_27",1,"LAND/PROPERTY/BUILDINGS",1,5,,184
"S15_34",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,184
"S15_34",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_34",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_34",2,"VEHICLE",1,3,,184
"S15_38",1,"LAND/PROPERTY/BUILDINGS",1,3,,184
"S15_38",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_38",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_38",2,"VEHICLE",1,3,,184
"S15_44",2,"VEHICLE",1,2,,184
"S15_44",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_44",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_44",1,"LAND/PROPERTY/BUILDINGS",1,3,,184
"S15_45",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_45",2,"VEHICLE",3,,,184
"S15_45",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_45",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_48",2,"VEHICLE",3,,,184
"S15_48",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_48",1,"LAND/PROPERTY/BUILDINGS",1,5,,184
"S15_48",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_5",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,184
"S15_5",2,"VEHICLE",1,2,,184
"S15_5",1,"LAND/PROPERTY/BUILDINGS",1,5,,184
"S15_5",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,184
"S15_50",2,"VEHICLE",3,,,184
"S15_50",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_50",1,"LAND/PROPERTY/BUILDINGS",1,95,"LAND OWNER",184
"S15_50",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_52",1,"LAND/PROPERTY/BUILDINGS",1,2,,184
"S15_52",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_52",2,"VEHICLE",1,3,,184
"S15_52",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_53",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,184
"S15_53",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_53",1,"LAND/PROPERTY/BUILDINGS",1,3,,184
"S15_53",2,"VEHICLE",3,,,184
"S15_59",2,"VEHICLE",1,4,,184
"S15_59",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_59",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_59",1,"LAND/PROPERTY/BUILDINGS",1,4,,184
"S15_95",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_95",1,"LAND/PROPERTY/BUILDINGS",3,,,184
"S15_95",2,"VEHICLE",1,3,,184
"S15_95",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_96",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,184
"S15_96",2,"VEHICLE",1,3,,184
"S15_96",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,184
"S15_96",1,"LAND/PROPERTY/BUILDINGS",1,5,,184
"S16_15",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_15",2,"VEHICLE",3,,,377
"S16_15",1,"LAND/PROPERTY/BUILDINGS",1,4,,377
"S16_15",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_16",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_16",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_16",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_16",2,"VEHICLE",1,2,,377
"S16_18",2,"VEHICLE",1,2,,377
"S16_18",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,377
"S16_18",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_18",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,377
"S16_23",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_23",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_23",2,"VEHICLE",1,5,,377
"S16_23",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_27",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_27",2,"VEHICLE",1,2,,377
"S16_27",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_27",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_30",2,"VEHICLE",1,2,,377
"S16_30",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_30",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_30",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_32",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_32",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_32",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_32",2,"VEHICLE",3,,,377
"S16_4",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_4",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_4",2,"VEHICLE",1,3,,377
"S16_4",1,"LAND/PROPERTY/BUILDINGS",1,3,,377
"S16_5",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,377
"S16_5",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_5",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_5",2,"VEHICLE",1,2,,377
"S16_50",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_50",2,"VEHICLE",1,2,,377
"S16_50",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,377
"S16_50",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_52",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_52",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_52",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_52",2,"VEHICLE",1,2,,377
"S16_56",2,"VEHICLE",1,5,,377
"S16_56",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_56",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_56",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_6",2,"VEHICLE",3,,,377
"S16_6",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_6",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_6",1,"LAND/PROPERTY/BUILDINGS",1,5,,377
"S16_63",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_63",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_63",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_63",2,"VEHICLE",1,2,,377
"S16_75",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_75",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_75",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,377
"S16_75",2,"VEHICLE",3,,,377
"S16_79",1,"LAND/PROPERTY/BUILDINGS",1,2,,377
"S16_79",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,377
"S16_79",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,377
"S16_79",2,"VEHICLE",1,2,,377
"S17_101",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_101",2,"VEHICLE",1,2,,1145
"S17_101",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_101",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_107",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_107",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_107",2,"VEHICLE",1,2,,1145
"S17_107",1,"LAND/PROPERTY/BUILDINGS",1,2,,1145
"S17_117",2,"VEHICLE",1,3,,1145
"S17_117",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_117",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_117",1,"LAND/PROPERTY/BUILDINGS",1,3,,1145
"S17_144",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_144",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_144",2,"VEHICLE",1,2,,1145
"S17_144",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_150",2,"VEHICLE",1,2,,1145
"S17_150",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,1145
"S17_150",1,"LAND/PROPERTY/BUILDINGS",1,2,,1145
"S17_150",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_159",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_159",1,"LAND/PROPERTY/BUILDINGS",1,4,,1145
"S17_159",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_159",2,"VEHICLE",1,2,,1145
"S17_2",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_2",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_2",2,"VEHICLE",1,5,,1145
"S17_2",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_28",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_28",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_28",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_28",2,"VEHICLE",1,4,,1145
"S17_35",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_35",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_35",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_35",2,"VEHICLE",1,5,,1145
"S17_57",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_57",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_57",2,"VEHICLE",1,3,,1145
"S17_57",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_62",2,"VEHICLE",1,5,,1145
"S17_62",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_62",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_62",1,"LAND/PROPERTY/BUILDINGS",1,3,,1145
"S17_74",2,"VEHICLE",1,2,,1145
"S17_74",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_74",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_74",1,"LAND/PROPERTY/BUILDINGS",1,5,,1145
"S17_80",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_80",1,"LAND/PROPERTY/BUILDINGS",1,2,,1145
"S17_80",2,"VEHICLE",1,2,,1145
"S17_80",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_81",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1145
"S17_81",2,"VEHICLE",1,2,,1145
"S17_81",1,"LAND/PROPERTY/BUILDINGS",3,,,1145
"S17_81",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_82",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,1145
"S17_82",2,"VEHICLE",1,2,,1145
"S17_82",1,"LAND/PROPERTY/BUILDINGS",1,4,,1145
"S17_82",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_83",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,1145
"S17_83",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1145
"S17_83",2,"VEHICLE",1,4,,1145
"S17_83",1,"LAND/PROPERTY/BUILDINGS",1,3,,1145
"S18_111",2,"VEHICLE",3,,,1608
"S18_111",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_111",1,"LAND/PROPERTY/BUILDINGS",3,,,1608
"S18_111",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_123",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_123",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_123",2,"VEHICLE",1,2,,1608
"S18_123",1,"LAND/PROPERTY/BUILDINGS",1,2,,1608
"S18_136",1,"LAND/PROPERTY/BUILDINGS",1,2,,1608
"S18_136",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_136",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_136",2,"VEHICLE",1,2,,1608
"S18_141",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_141",2,"VEHICLE",1,2,,1608
"S18_141",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_141",1,"LAND/PROPERTY/BUILDINGS",1,2,,1608
"S18_142",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_142",2,"VEHICLE",1,4,,1608
"S18_142",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_142",1,"LAND/PROPERTY/BUILDINGS",3,,,1608
"S18_145",1,"LAND/PROPERTY/BUILDINGS",1,2,,1608
"S18_145",2,"VEHICLE",3,,,1608
"S18_145",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,1608
"S18_145",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_151",1,"LAND/PROPERTY/BUILDINGS",1,4,,1608
"S18_151",2,"VEHICLE",1,2,,1608
"S18_151",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,1608
"S18_151",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
"S18_158",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,1608
