"id_unique","rf05_no","rf05a","rf05b","rf05c","rf05d","rf05e","wgt"
"S5_804",1,5000000,2017,3,"BRI",3,7192
"S5_804",2,12000000,2018,3,"BRI",3,7192
"S5_804",3,15000000,2020,3,"BRI",3,7192
"S5_806",1,5000000,2017,3,"BRI",3,7192
"S5_806",2,4000000,2018,3,"BRI",3,7192
"S5_807",1,6000000,2019,3,"BRI",1,7192
"S5_829",1,12000000,2017,3,"BRI",3,7192
"S5_829",2,35000000,2020,3,"BRI",3,7192
"S5_836",1,10000000,2014,3,"BRI",3,7192
"S5_836",2,20000000,2017,1,"BRI",3,7192
"S5_836",3,30000000,2020,1,"BRI",3,7192
"S5_838",3,15000000,2019,3,"BRI",3,7192
"S5_838",2,10000000,2017,3,"BRI",3,7192
"S5_838",1,7000000,2015,3,"BRI",3,7192
"S5_840",1,20000000,2018,3,"BRI",3,7192
"S5_852",1,10000000,2018,3,"BRI",1,7192
"S5_852",2,15000000,2020,3,"BRI",3,7192
"S5_855",1,25000000,2019,3,"BRI",3,7192
"S5_867",1,40000000,2015,3,"BRI",3,7192
"S5_867",2,15000000,2018,3,"BRI",3,7192
"S5_870",1,25000000,2018,1,"BRI",3,7192
"S5_870",2,25000000,2019,1,"BRI",3,7192
"S5_872",3,55000000,2017,3,"BANK MANDIRI",1,7192
"S5_872",1,10000000,2011,3,"BRI",3,7192
"S5_872",2,20000000,2016,3,"BRI",3,7192
"S5_876",1,25000000,2018,1,"BRI",3,7192
"S5_88",2,25000000,2016,3,"BRI",3,7192
"S5_88",1,20000000,2014,3,"BRI",3,7192
"S5_897",1,2000000,2018,3,"BRI",3,7192
"S5_898",1,10000000,2017,3,"BRI",3,7192
"S5_898",2,20000000,2019,3,"BRI",3,7192
"S5_908",2,25000000,2018,1,"BRI",3,7192
"S5_908",1,15000000,2015,1,"BRI",3,7192
"S5_909",2,30000000,2020,3,"BRI",3,7192
"S5_909",1,20000000,2018,3,"BRI",3,7192
"S5_910",2,50000000,2020,1,"BRI",3,7192
"S5_910",1,25000000,2018,1,"BRI",3,7192
"S5_924",6,60000000,2020,4,"BRI",3,7192
"S5_924",3,25000000,2017,1,"BRI",3,7192
"S5_924",2,10000000,2016,1,"BRI",3,7192
"S5_924",5,10000000,2019,4,"BRI",3,7192
"S5_924",4,25000000,2018,1,"BRI",3,7192
"S5_924",1,5000000,2015,1,"BRI",3,7192
"S5_964",1,20000000,2019,3,"BRI",3,7192
"S5_972",1,25000000,2017,1,"BRI",3,7192
"S5_988",1,5000000,2017,3,"BRI",3,7192
"S5_995",1,15000000,2018,3,"BRI",1,7192
"S5_996",2,15000000,2015,1,"BRI",3,7192
"S5_996",4,25000000,2017,1,"BRI",3,7192
"S5_996",3,15000000,2016,1,"BRI",3,7192
"S5_996",1,10000000,2014,1,"BRI",3,7192
"S6_1047",2,15000000,2019,3,"BRI",3,13170
"S6_1047",3,25000000,2021,3,"BRI",3,13170
"S6_1047",1,10000000,2018,3,"BRI",3,13170
"S6_1048",1,25000000,2019,1,"BRI",3,13170
"S6_1057",1,10000000,2017,3,"BRI",3,13170
"S6_1057",2,10000000,2019,3,"BRI",3,13170
"S6_1063",1,10000000,2020,1,"BRI",3,13170
"S6_1072",1,25000000,2018,1,"BRI",3,13170
"S6_1104",2,25000000,2018,3,"BRI",3,13170
"S6_1104",1,25000000,2017,3,"BRI",3,13170
"S6_1127",1,10000000,2017,1,"BRI",1,13170
"S6_1149",3,10000000,2018,1,"BRI",3,13170
"S6_1149",2,10000000,2015,1,"BRI",3,13170
"S6_1149",1,10000000,2013,1,"BRI",3,13170
"S6_1160",1,25000000,2017,3,"BRI",3,13170
"S6_1168",1,25000000,2016,3,"BRI",3,13170
"S6_1168",2,25000000,2019,3,"BRI",3,13170
"S6_1173",1,25000000,2019,3,"BRI",3,13170
"S6_1179",1,25000000,2020,98,"BRI",3,13170
"S6_1179",2,30000000,2020,98,"BRI",3,13170
"S6_1184",1,25000000,2019,1,"BRI",3,13170
"S6_1195",1,6000000,2019,98,"BRI",3,13170
"S6_1195",2,20000000,2020,98,"BRI",3,13170
"S6_1202",2,15000000,2019,1,"BRI",1,13170
"S6_1202",1,5000000,2016,1,"BRI",3,13170
"S6_1203",2,15000000,2018,98,"BRI",3,13170
"S6_1203",1,5000000,2017,98,"BRI",3,13170
"S6_1207",2,25000000,2019,98,"BRI",3,13170
"S6_1207",1,15000000,2017,98,"BRI",3,13170
"S6_1210",1,20000000,2020,98,"BRI",1,13170
"S6_1216",2,10000000,2019,98,"BRI",1,13170
"S6_1216",1,5000000,2018,98,"BRI",3,13170
"S6_122",1,7000000,2020,98,"BRI",3,13170
"S6_1221",2,25000000,2019,98,"BRI",1,13170
"S6_1221",1,5000000,2012,98,"BRI",1,13170
"S6_1228",1,25000000,2019,3,"BRI",3,13170
"S6_1228",2,50000000,2020,3,"BRI",3,13170
"S6_125",2,20000000,2018,98,"BRI",3,13170
"S6_125",1,10000000,2013,98,"BRI",3,13170
"S6_1302",1,20000000,2020,98,"BRI",3,13170
"S6_1308",1,20000000,2017,98,"BRI",3,13170
"S6_1308",2,25000000,2019,98,"BRI",1,13170
"S6_1319",2,15000000,2017,98,"BRI",3,13170
"S6_1319",1,8000000,2016,98,"BRI",3,13170
"S6_1334",1,25000000,2019,3,"BRI",3,13170
"S6_1359",1,15000000,2016,3,"BRI",3,13170
"S6_1366",1,25000000,2016,1,"BRI",1,13170
"S6_1369",4,25000000,2014,3,"BRI",3,13170
"S6_1369",1,10000000,2010,3,"BRI",3,13170
"S6_1369",6,25000000,2016,3,"BRI",3,13170
"S6_1369",3,25000000,2014,3,"BRI",3,13170
"S6_1369",2,20000000,2012,3,"BRI",3,13170
"S6_1369",5,25000000,2015,3,"BRI",3,13170
"S6_1369",7,25000000,2018,3,"BRI",3,13170
"S6_1372",1,10000000,2015,3,"BRI",3,13170
"S6_1372",2,15000000,2018,1,"BRI",3,13170
"S6_1372",3,20000000,2019,1,"BRI",1,13170
"S6_1378",1,14000000,2018,98,"BRI",1,13170
"S6_1381",2,22000000,2019,1,"BRI",3,13170
"S6_1381",1,15000000,2017,1,"BRI",3,13170
"S6_1399",1,10000000,2019,98,"BRI",3,13170
"S6_1399",2,10000000,2019,98,"BRI",3,13170
"S6_1399",3,10000000,2020,98,"BRI",3,13170
"S6_1399",4,10000000,2020,98,"BRI",3,13170
"S6_1406",1,20000000,2015,2,"BRI",3,13170
"S6_1406",3,50000000,2019,1,"BRI",3,13170
"S6_1406",2,20000000,2018,2,"BRI",3,13170
"S6_1418",1,6000000,2018,98,"BRI",3,13170
"S6_1418",2,15000000,2019,98,"BRI",1,13170
"S6_1425",1,25000000,2017,98,"BRI",3,13170
"S6_1434",1,25000000,2018,3,"BRI",3,13170
"S6_1445",2,20000000,2018,1,"BRI",3,13170
"S6_1445",1,20000000,2016,1,"BRI",3,13170
"S6_1445",3,20000000,2020,1,"BRI",3,13170
"S6_145",2,25000000,2020,3,"BRI",3,13170
"S6_145",1,5000000,2017,1,"BRI",3,13170
"S6_1455",1,25000000,2018,1,"BRI",3,13170
"S6_1467",1,7000000,2016,3,"BRI",3,13170
"S6_1469",2,4000000,2019,3,"BRI",3,13170
"S6_1469",1,2000000,2017,3,"BRI",3,13170
"S6_150",1,3000000,2010,3,"BRI",3,13170
"S6_150",2,5000000,2017,3,"BRI",3,13170
"S6_1527",1,25000000,2018,3,"BRI",3,13170
"S6_1527",2,35000000,2021,3,"BRI",3,13170
"S6_153",1,10000000,2018,3,"BRI",3,13170
"S6_153",2,10000000,2019,3,"BRI",3,13170
"S6_153",3,30000000,2020,3,"BRI",3,13170
"S6_1548",1,10000000,2018,3,"BCA",3,13170
"S6_1563",1,15000000,2015,3,"BRI",3,13170
"S6_1563",2,25000000,2017,3,"BRI",3,13170
"S6_1564",1,25000000,2018,3,"BRI",3,13170
"S6_1564",2,10000000,2020,3,"BRI",3,13170
"S6_1566",1,10000000,2020,1,"BRI",3,13170
"S6_1567",1,25000000,2016,3,"BRI",3,13170
"S6_1567",2,25000000,2018,3,"BRI",3,13170
"S6_1567",3,50000000,2020,3,"BRI",3,13170
"S6_1570",1,1000000,2014,3,"BRI",3,13170
"S6_1570",6,15000000,2019,3,"BRI",3,13170
"S6_1570",3,10000000,2016,3,"BRI",3,13170
"S6_1570",2,10000000,2015,3,"BRI",3,13170
"S6_1570",4,15000000,2017,3,"BRI",3,13170
"S6_1570",5,15000000,2018,3,"BRI",3,13170
"S6_1577",1,20000000,2020,1,"BRI",3,13170
"S6_1579",5,120000000,2020,4,"BRI",3,13170
"S6_1579",4,50000000,2019,4,"BRI",3,13170
"S6_1579",2,20000000,2018,98,"BRI",3,13170
"S6_1579",1,5000000,2016,98,"BRI",3,13170
"S6_1579",3,30000000,2019,4,"BRI",3,13170
"S6_1586",1,4000000,2017,3,"BRI",1,13170
"S6_1619",1,25000000,2018,2,"BRI",3,13170
"S6_1621",1,10000000,2018,1,"BRI",1,13170
"S6_1627",2,25000000,2020,3,"BRI",3,13170
"S6_1627",1,10000000,2018,3,"BRI",3,13170
"S6_1640",1,20000000,2018,3,"BRI",3,13170
"S6_1649",1,25000000,2016,3,"BRI",3,13170
"S6_1649",2,25000000,2018,3,"BRI",3,13170
"S6_1649",3,25000000,2020,3,"BRI",1,13170
"S6_1660",1,5000000,2017,3,"BRI",3,13170
"S6_1660",2,10000000,2018,3,"BRI",3,13170
"S6_1665",1,15000000,2019,3,"BRI",3,13170
"S6_1667",3,10000000,2016,3,"BRI",3,13170
"S6_1667",1,10000000,2013,3,"BRI",3,13170
"S6_1667",2,10000000,2014,3,"BRI",3,13170
"S6_1667",4,10000000,2019,3,"BRI",3,13170
"S6_1667",5,15000000,2020,3,"BRI",3,13170
"S6_170",2,15000000,2020,3,"BRI",3,13170
"S6_170",1,15000000,2018,3,"BRI",3,13170
"S6_1705",1,25000000,2017,1,"BRI",1,13170
"S6_1717",1,25000000,2018,1,"BRI",3,13170
"S6_1717",2,30000000,2019,1,"BRI",1,13170
"S6_1717",3,100000000,2020,98,"BRI",3,13170
"S6_1728",2,15000000,2019,3,"BRI",3,13170
"S6_1728",3,25000000,2020,3,"BRI",3,13170
"S6_1728",1,10000000,2018,3,"BRI",3,13170
"S6_1729",2,25000000,2019,3,"BRI",3,13170
"S6_1729",1,25000000,2016,3,"BRI",3,13170
"S6_173",1,20000000,2010,3,"BRI",3,13170
"S6_173",2,20000000,2017,3,"BRI",3,13170
"S6_173",3,20000000,2019,3,"BRI",3,13170
"S6_1740",2,50000000,2019,3,"BRI",3,13170
"S6_1740",1,25000000,2016,3,"BRI",3,13170
"S6_1742",1,20000000,2019,3,"BRI",3,13170
"S6_1745",2,2500000,2017,3,"BRI",3,13170
"S6_1745",5,15000000,2019,3,"BRI",3,13170
"S6_1745",6,7000000,2020,3,"BRI",3,13170
"S6_1745",1,2000000,2017,3,"BRI",3,13170
"S6_1745",3,8000000,2018,3,"BRI",3,13170
"S6_1745",4,8000000,2018,3,"BRI",3,13170
"S6_1746",1,25000000,2013,3,"BRI",3,13170
"S6_1746",2,25000000,2015,3,"BRI",3,13170
"S6_1746",3,25000000,2018,3,"BRI",3,13170
"S6_1777",1,3000000,2018,98,"BRI",3,13170
"S6_1779",1,25000000,2015,1,"BRI",3,13170
"S6_1779",2,25000000,2019,1,"BRI",3,13170
"S6_1785",2,18000000,2020,98,"BRI",3,13170
"S6_1785",1,12000000,2018,1,"BRI",3,13170
"S6_1786",1,25000000,2018,98,"BRI",3,13170
"S6_1786",2,50000000,2020,98,"BRI",3,13170
"S6_1821",1,25000000,2019,1,"BRI",3,13170
"S6_1847",2,20000000,2020,3,"BRI",3,13170
"S6_1847",1,15000000,2018,3,"BRI",3,13170
"S6_1856",3,15000000,2020,3,"BRI",3,13170
"S6_1856",2,8000000,2019,3,"BRI",3,13170
"S6_1856",1,5000000,2018,3,"BRI",3,13170
"S6_1869",1,10000000,2019,3,"BRI",1,13170
"S6_1871",2,6000000,2013,3,"BRI",3,13170
"S6_1871",5,15000000,2019,3,"BRI",1,13170
"S6_1871",4,10000000,2017,3,"BRI",3,13170
"S6_1871",1,3500000,2011,3,"BRI",3,13170
"S6_1871",3,9000000,2015,3,"BRI",3,13170
"S6_1871",6,14000000,2020,4,"BRI",3,13170
"S6_1873",1,25000000,2018,3,"BRI",3,13170
"S6_1875",2,5000000,2017,3,"BRI",3,13170
"S6_1875",3,10000000,2018,3,"BRI",3,13170
"S6_1875",1,2000000,2016,3,"BRI",3,13170
"S6_19",1,20000000,2020,1,"BRI",3,13170
"S6_1927",2,10000000,2016,3,"BRI",3,13170
"S6_1927",1,10000000,2013,3,"BRI",3,13170
"S6_1949",2,100000000,2018,4,"BRI",3,13170
"S6_1949",1,50000000,2016,3,"BRI",3,13170
"S6_1971",1,10000000,2017,3,"BRI",3,13170
"S6_1971",2,12000000,2018,3,"BRI",3,13170
"S6_1976",1,5000000,2020,1,"BRI",3,13170
"S6_2",1,5000000,2018,98,"BRI",3,13170
"S6_2",12,10000000,2020,98,"BRI",3,13170
"S6_2",7,7000000,2019,98,"BRI",3,13170
"S6_2",11,10000000,2020,98,"BRI",3,13170
"S6_2",4,5000000,2019,98,"BRI",3,13170
"S6_2",6,7000000,2019,98,"BRI",3,13170
"S6_2",2,5000000,2018,98,"BRI",3,13170
"S6_2",5,5000000,2019,98,"BRI",3,13170
"S6_2",10,10000000,2020,98,"BRI",3,13170
"S6_2",8,7000000,2019,98,"BRI",3,13170
"S6_2",3,5000000,2018,98,"BRI",3,13170
"S6_2",14,11000000,2020,98,"BRI",3,13170
"S6_2",9,10000000,2019,98,"BRI",3,13170
"S6_2",13,10000000,2020,98,"BRI",3,13170
"S6_2001",2,8000000,2018,1,"BRI",3,13170
"S6_2001",4,30000000,2020,1,"BRI",3,13170
"S6_2001",1,5000000,2017,1,"BRI",3,13170
"S6_2001",3,10000000,2019,1,"BRI",3,13170
"S6_201",2,12500000,2020,98,"BRI",3,13170
"S6_201",1,10000000,2018,98,"BRI",3,13170
"S6_2023",2,7000000,2016,98,"BRI",3,13170
"S6_2023",1,5000000,2015,98,"BRI",1,13170
"S6_2023",3,15000000,2020,98,"BRI",3,13170
"S6_2028",1,20000000,2018,1,"BRI",3,13170
"S6_2036",1,10000000,2014,98,"BRI",3,13170
"S6_2036",2,15000000,2017,98,"BRI",3,13170
"S6_2036",3,25000000,2020,98,"BRI",3,13170
"S6_2103",2,25000000,2018,98,"BRI",3,13170
"S6_2103",1,25000000,2016,98,"BRI",3,13170
"S6_2107",1,5000000,2019,98,"BRI",1,13170
"S6_2150",2,80000000,2018,3,"BANK MANDIRI",3,13170
"S6_2150",1,25000000,2016,1,"BRI",3,13170
"S6_2151",1,15000000,2019,98,"BRI",3,13170
"S6_2156",1,25000000,2018,98,"BRI",3,13170
"S6_2157",1,8000000,2018,2,"BRI",3,13170
"S6_2157",2,10000000,2020,2,"BRI",3,13170
"S6_2169",1,4000000,2014,2,"BRI",1,13170
"S6_2169",2,15000000,2017,2,"BRI",3,13170
"S6_228",1,15000000,2019,3,"BRI",3,13170
"S6_228",3,25000000,2020,3,"BRI",3,13170
"S6_228",2,15000000,2020,3,"BRI",3,13170
"S6_2327",1,10000000,2017,2,"BRI",1,13170
"S6_2330",3,50000000,2019,98,"BRI",3,13170
"S6_2330",1,15000000,2017,98,"BRI",3,13170
"S6_2330",2,30000000,2018,98,"BRI",3,13170
"S6_2337",3,5000000,2019,98,"BRI",3,13170
"S6_2337",1,10000000,2019,98,"BRI",3,13170
"S6_2337",2,15000000,2019,98,"BRI",3,13170
"S6_2337",4,30000000,2020,98,"BRI",3,13170
"S6_2338",2,20000000,2020,98,"BRI",1,13170
"S6_2338",1,20000000,2019,98,"BRI",3,13170
"S6_2339",2,25000000,2018,2,"BRI",1,13170
"S6_2339",1,20000000,2016,2,"BRI",3,13170
"S6_2413",1,10000000,2020,1,"BRI",1,13170
"S6_2421",2,10000000,2020,1,"BRI",3,13170
"S6_2421",1,10000000,2019,1,"BRI",3,13170
"S6_244",2,25000000,2019,4,"BPD JATENG",3,13170
"S6_244",1,10000000,2018,1,"BRI",3,13170
"S6_2443",1,25000000,2019,1,"BRI",3,13170
"S6_2444",1,25000000,2018,3,"BRI",3,13170
"S6_2468",8,15000000,2019,3,"BRI",3,13170
"S6_2468",9,15000000,2019,3,"BRI",3,13170
"S6_2468",5,15000000,2018,3,"BRI",3,13170
"S6_2468",2,5000000,2017,3,"BRI",3,13170
"S6_2468",7,15000000,2019,3,"BRI",3,13170
"S6_2468",6,15000000,2018,3,"BRI",3,13170
"S6_2468",10,15000000,2020,3,"BRI",3,13170
"S6_2468",3,5000000,2017,3,"BRI",3,13170
"S6_2468",4,15000000,2018,3,"BRI",3,13170
"S6_2468",1,5000000,2017,3,"BRI",3,13170
"S6_2492",3,50000000,2021,3,"BRI",3,13170
"S6_2492",1,25000000,2019,3,"BRI",3,13170
"S6_2492",2,50000000,2020,3,"BRI",3,13170
"S6_2494",1,10000000,2018,1,"BRI",3,13170
"S6_264",1,10000000,2019,3,"BRI",3,13170
"S6_264",2,50000000,2020,3,"BRI",3,13170
"S6_2664",1,25000000,2016,1,"BRI",3,13170
"S6_2664",2,50000000,2017,4,"BRI",3,13170
"S6_2668",2,25000000,2019,3,"BRI",3,13170
"S6_2668",1,25000000,2017,3,"BRI",3,13170
"S6_269",1,20000000,2018,2,"BRI",3,13170
"S6_278",1,10000000,2019,98,"BRI",3,13170
"S6_282",2,10000000,2019,98,"BRI",3,13170
"S6_282",1,12000000,2017,98,"BRI",3,13170
"S6_288",1,25000000,2019,98,"BRI",3,13170
"S6_293",1,5000000,2018,98,"BRI",3,13170
"S6_293",2,7000000,2019,98,"BRI",3,13170
"S6_296",1,5000000,2017,98,"BRI",3,13170
"S6_296",2,25000000,2019,98,"BRI",3,13170
"S6_316",2,20000000,2012,1,"BRI",3,13170
"S6_316",1,20000000,2010,1,"BRI",3,13170
"S6_316",4,20000000,2016,1,"BRI",3,13170
"S6_316",3,20000000,2014,1,"BRI",3,13170
"S6_316",5,20000000,2018,1,"BRI",3,13170
"S6_316",6,20000000,2020,1,"BRI",3,13170
"S6_327",1,25000000,2018,3,"BRI",3,13170
"S6_327",2,25000000,2020,3,"BRI",3,13170
"S6_356",3,20000000,2019,3,"BRI",3,13170
"S6_356",1,10000000,2010,3,"BRI",3,13170
"S6_356",2,15000000,2016,3,"BRI",3,13170
"S6_359",1,10000000,2017,3,"BRI",3,13170
"S6_359",2,23000000,2019,3,"BRI",3,13170
"S6_36",4,25000000,2020,3,"BRI",3,13170
"S6_36",1,5000000,2015,3,"BRI",3,13170
"S6_36",2,10000000,2017,3,"BRI",3,13170
"S6_36",3,18000000,2019,3,"BRI",3,13170
"S6_365",1,15000000,2018,1,"BRI",3,13170
"S6_380",2,25000000,2020,98,"BRI",3,13170
"S6_380",1,15000000,2018,98,"BRI",3,13170
"S6_390",1,20000000,2018,98,"BRI",3,13170
"S6_3989",2,30000000,2020,3,"BRI",3,13170
"S6_3989",1,5000000,2018,3,"BRI",3,13170
"S6_3990",2,50000000,2020,3,"BRI",3,13170
"S6_3990",1,25000000,2019,3,"BRI",3,13170
"S6_3996",1,25000000,2016,3,"BRI",1,13170
"S6_401",1,10000000,2017,98,"BANK MANDIRI",3,13170
"S6_401",2,15000000,2019,98,"BANK MANDIRI",3,13170
"S6_410",2,25000000,2019,1,"BRI",3,13170
"S6_410",1,20000000,2017,1,"BRI",3,13170
"S6_423",2,7000000,2019,98,"BRI",3,13170
"S6_423",1,7000000,2017,98,"BRI",3,13170
"S6_426",1,10000000,2018,3,"BRI",3,13170
"S6_426",2,11000000,2020,3,"BRI",3,13170
"S6_433",1,25000000,2019,3,"BRI",3,13170
"S6_436",1,25000000,2017,1,"BRI",3,13170
"S6_456",1,5000000,2013,3,"BRI",3,13170
"S6_456",3,10000000,2018,3,"BRI",3,13170
"S6_456",2,7000000,2015,3,"BRI",3,13170
"S6_459",1,25000000,2018,3,"BNI",3,13170
"S6_460",3,8000000,2019,4,"BANK KREDIT KECAMATAN (BKK)",3,13170
"S6_460",2,10000000,2018,1,"BRI",1,13170
"S6_460",1,5000000,2015,1,"BRI",3,13170
"S6_470",1,25000000,2018,3,"BRI",3,13170
"S6_479",2,25000000,2019,98,"BRI",3,13170
"S6_479",1,25000000,2018,98,"BRI",3,13170
"S6_48",1,25000000,2016,3,"BRI",3,13170
"S6_48",2,25000000,2017,3,"BRI",3,13170
"S6_482",1,15000000,2019,1,"BRI",3,13170
"S6_500",2,30000000,2020,3,"BRI",3,13170
"S6_500",1,20000000,2018,98,"BRI",3,13170
"S6_509",2,25000000,2019,98,"BRI",1,13170
"S6_509",1,10000000,2017,98,"BRI",3,13170
"S6_52",1,15000000,2020,3,"BRI",3,13170
"S6_53",1,5000000,2018,3,"BRI",3,13170
"S6_54",1,20000000,2020,3,"BRI",3,13170
"S6_546",3,50000000,2020,3,"BRI",3,13170
"S6_546",1,10000000,2016,3,"BRI",3,13170
"S6_546",2,25000000,2018,3,"BRI",3,13170
"S6_55",2,11000000,2021,3,"BRI",3,13170
"S6_55",1,5000000,2019,3,"BRI",3,13170
"S6_558",1,10000000,2019,3,"BRI",3,13170
"S6_558",2,20000000,2020,3,"BRI",3,13170
"S6_562",1,10000000,2018,3,"BRI",3,13170
"S6_569",1,15000000,2020,3,"BRI",3,13170
"S6_606",1,150000000,2016,98,"BRI",3,13170
"S6_606",2,100000000,2020,4,"BANK JATIM",3,13170
"S6_613",5,4000000,2015,98,"BRI",3,13170
"S6_613",4,5000000,2014,98,"BRI",3,13170
"S6_613",2,10000000,2012,98,"BRI",3,13170
"S6_613",1,7000000,2011,98,"BRI",3,13170
"S6_613",3,10000000,2013,98,"BRI",3,13170
"S6_615",1,10000000,2016,1,"BRI",3,13170
"S6_650",1,20000000,2018,3,"BRI",3,13170
"S6_650",2,5000000,2019,3,"BRI",3,13170
"S6_650",3,25000000,2020,3,"BRI",3,13170
"S6_656",1,10000000,2019,1,"BRI",1,13170
"S6_664",1,25000000,2019,1,"BRI",3,13170
"S6_669",1,25000000,2019,3,"BRI",3,13170
"S6_679",1,5000000,2020,1,"BRI",3,13170
"S6_679",2,6000000,2020,1,"BRI",3,13170
"S6_71",1,25000000,2018,3,"BRI",1,13170
"S6_717",1,20000000,2019,98,"BRI",3,13170
"S6_737",1,25000000,2020,3,"BRI",3,13170
"S6_738",1,15000000,2018,3,"BRI",3,13170
"S6_738",2,25000000,2020,3,"BRI",3,13170
"S6_770",1,15000000,2015,3,"BRI",3,13170
"S6_770",2,25000000,2016,3,"BRI",3,13170
"S6_770",3,10000000,2018,3,"BRI",3,13170
"S6_770",4,25000000,2020,3,"BRI",3,13170
"S6_774",5,10000000,2020,3,"BRI",3,13170
"S6_774",3,10000000,2019,3,"BRI",3,13170
"S6_774",6,20000000,2020,3,"BRI",3,13170
"S6_774",4,10000000,2019,3,"BRI",3,13170
"S6_774",2,10000000,2018,3,"BRI",3,13170
"S6_774",1,10000000,2018,3,"BRI",3,13170
"S6_778",2,5000000,2019,2,"BRI",3,13170
"S6_778",1,5000000,2016,2,"BRI",3,13170
"S6_784",1,10000000,2016,98,"BRI",3,13170
"S6_785",1,25000000,2018,1,"BRI",3,13170
"S6_786",1,10000000,2019,1,"BRI",3,13170
"S6_795",1,25000000,2019,1,"BRI",3,13170
"S6_81",2,25000000,2019,98,"BRI",3,13170
"S6_81",1,15000000,2018,1,"BRI",3,13170
"S6_817",1,10000000,2019,98,"BRI",3,13170
"S6_823",1,25000000,2019,98,"BRI",3,13170
"S6_824",1,25000000,2016,98,"BRI",3,13170
"S6_830",1,15000000,2017,3,"BRI",3,13170
"S6_881",2,50000000,2019,98,"BRI",3,13170
"S6_881",1,25000000,2018,98,"BRI",3,13170
"S6_883",2,20000000,2020,1,"BRI",3,13170
"S6_883",1,10000000,2017,98,"BRI",3,13170
"S6_886",1,16000000,2019,1,"BRI",1,13170
"S6_886",2,10000000,2019,1,"BRI",3,13170
"S6_91",1,20000000,2019,1,"BRI",3,13170
"S6_913",1,5000000,2018,98,"BRI",1,13170
"S6_916",1,15000000,2019,98,"BRI",3,13170
"S6_924",1,20000000,2017,98,"BRI",3,13170
"S6_929",1,5000000,2017,1,"BRI",3,13170
"S6_929",3,15000000,2019,1,"BRI",3,13170
"S6_929",2,10000000,2018,1,"BRI",3,13170
"S6_929",4,20000000,2020,1,"BRI",3,13170
"S6_932",1,50000000,2020,3,"BRI",3,13170
"S6_94",1,25000000,2018,3,"BRI",3,13170
"S6_944",1,7000000,2018,3,"BRI",3,13170
"S6_96",2,15000000,2020,98,"BRI",3,13170
"S6_96",1,25000000,2019,98,"BRI",3,13170
"S6_97",1,25000000,2018,98,"BRI",3,13170
"S6_972",1,10000000,2018,3,"BRI",3,13170
"S6_972",2,15000000,2020,3,"BRI",3,13170
"S6_976",1,7000000,2018,1,"BRI",3,13170
"S6_976",3,25000000,2020,1,"BRI",3,13170
"S6_976",2,15000000,2019,1,"BRI",3,13170
"S6_994",2,15000000,2021,1,"BRI",3,13170
"S6_994",1,15000000,2019,1,"BRI",3,13170
"S6_995",1,25000000,2019,98,"BRI",3,13170
"S6_995",2,25000000,2020,98,"BRI",3,13170
"S7_113",1,30000000,2019,3,"BRI",3,1236
"S7_12",1,50000000,2020,1,"BRI",3,1236
"S7_20",1,150000000,2019,3,"BRI",3,1236
"S7_3",1,49000000,2020,3,"BRI",3,1236
"S7_30",1,30000000,2020,3,"BRI",3,1236
"S7_30",2,50000000,2020,3,"BRI",3,1236
"S7_33",2,50000000,2016,3,"BRI",3,1236
"S7_33",3,100000000,2018,4,"BRI",3,1236
"S7_33",1,25000000,2014,3,"BRI",3,1236
"S7_49",1,150000000,2019,3,"BRI",3,1236
"S7_57",1,50000000,2020,1,"BRI",3,1236
"S7_60",1,200000000,2017,1,"BRI",3,1236
"S7_61",1,20000000,2020,2,"BRI",3,1236
"S7_68",2,20000000,2020,3,"BRI",3,1236
"S7_68",1,200000000,2018,3,"BRI",3,1236
"S7_75",1,50000000,2020,1,"BRI",3,1236
"S7_79",1,30000000,2020,1,"BRI",3,1236
"S7_82",3,25000000,2014,3,"BRI",3,1236
"S7_82",1,3000000,2010,3,"BRI",3,1236
"S7_82",4,25000000,2016,3,"BRI",3,1236
"S7_82",5,25000000,2018,2,"BRI",3,1236
"S7_82",6,30000000,2020,2,"BRI",3,1236
"S7_82",2,5000000,2012,3,"BRI",3,1236
"S7_87",1,48000000,2020,1,"BRI",3,1236
"S7_95",1,30000000,2020,3,"BRI",3,1236
"S8_103",1,50000000,2020,3,"BRI",3,2518
"S8_111",1,30000000,2020,1,"BRI",3,2518
"S8_116",1,200000000,2018,3,"BRI",3,2518
"S8_116",2,200000000,2020,4,"BRI",3,2518
"S8_125",1,50000000,2020,3,"BRI",3,2518
"S8_189",2,180000000,2018,98,"BRI",3,2518
"S8_189",1,150000000,2017,98,"BRI",3,2518
"S8_31",1,50000000,2020,98,"BRI",3,2518
"S8_320",1,150000000,2019,1,"BRI",3,2518
"S8_39",2,125000000,2019,1,"BRI",3,2518
"S8_39",1,60000000,2017,1,"BRI",3,2518
"S8_53",1,60000000,2018,3,"BRI",3,2518
"S8_53",2,60000000,2020,3,"BRI",3,2518
"S8_54",1,10000000,2017,3,"BRI",3,2518
"S8_7",1,30000000,2020,98,"BRI",3,2518
"S8_75",2,100000000,2017,3,"BRI",3,2518
"S8_75",3,100000000,2018,3,"BRI",3,2518
"S8_75",1,100000000,2016,1,"BRI",3,2518
"S8_75",4,300000000,2020,3,"BRI",1,2518
"S8_78",1,150000000,2019,3,"BRI",3,2518
"S8_85",1,30000000,2020,98,"BRI",3,2518
