"id_unique","rf05_no","rf05a","rf05b","rf05c","rf05d","rf05e","wgt"
"S10_1",1,15000000,2019,1,"BRI SYARIAH",3,1355
"S10_1",2,15000000,2020,1,"BRI SYARIAH",3,1355
"S10_12",1,25000000,2020,1,"BANK MANDIRI",3,1355
"S10_15",1,10000000,2017,3,"BANK MANDIRI",3,1355
"S10_22",1,8000000,2019,1,"BANK MANDIRI",3,1355
"S10_28",1,15000000,2018,3,"BANK MANDIRI",3,1355
"S10_40",1,15000000,2016,1,"BANK MANDIRI",3,1355
"S10_42",1,25000000,2020,3,"BANK MANDIRI",3,1355
"S10_45",1,20000000,2018,1,"BANK MANDIRI",3,1355
"S10_50",2,25000000,2020,3,"BANK MANDIRI",3,1355
"S10_50",1,25000000,2018,3,"BANK MANDIRI",3,1355
"S10_52",1,25000000,2020,3,"BRI SYARIAH",3,1355
"S10_55",1,25000000,2019,3,"BPD KALTIMTARA",3,1355
"S10_58",1,15000000,2017,3,"BANK MANDIRI",3,1355
"S10_66",1,25000000,2018,1,"BRI SYARIAH",3,1355
"S10_72",1,10000000,2016,1,"BANK MANDIRI",3,1355
"S10_73",1,15000000,2018,1,"BPD KALIMANTAN SELATAN",3,1355
"S10_77",1,10000000,2016,3,"BANK MANDIRI",3,1355
"S11_122",1,50000000,2019,2,"BANK MANDIRI",3,1082
"S11_137",1,30000000,2016,3,"BANK MANDIRI",3,1082
"S11_139",1,200000000,2020,3,"BNI",3,1082
"S11_143",1,150000000,2018,3,"BPD KALTIMTARA",3,1082
"S11_156",1,100000000,2018,1,"BANK MANDIRI",3,1082
"S11_2",2,50000000,2016,1,"BANK MANDIRI",3,1082
"S11_2",1,50000000,2015,1,"BANK MANDIRI",3,1082
"S11_3",1,10000000,2019,3,"BANK MANDIRI",3,1082
"S11_4",1,100000000,2019,3,"BANK MANDIRI",3,1082
"S11_43",1,100000000,2019,1,"BANK MANDIRI",3,1082
"S11_48",1,100000000,2018,3,"BNI",3,1082
"S11_53",1,65000000,2019,3,"BNI",3,1082
"S11_55",1,100000000,2018,3,"BPD KALIMANTAN",1,1082
"S11_56",1,100000000,2019,3,"BNI",1,1082
"S11_65",1,50000000,2018,1,"BPD KALIMANTAN",3,1082
"S11_68",1,50000000,2017,3,"BNI",3,1082
"S11_78",1,80000000,2019,3,"BANK MANDIRI",3,1082
"S12_1",1,300000000,2020,3,"BPD KALIMANTAN SELATAN",3,1454
"S12_11",1,50000000,2019,3,"BNI",3,1454
"S12_23",1,100000000,2019,1,"BANK MANDIRI",3,1454
"S12_26",2,51000000,2020,3,"BPD KALTIMTARA",3,1454
"S12_26",1,40000000,2019,3,"BPD KALTIMTARA",3,1454
"S12_32",1,50000000,2019,3,"BPD KALIMANTAN",1,1454
"S12_33",1,50000000,2017,1,"BANK MANDIRI",3,1454
"S12_37",1,30000000,2014,3,"BPD KALIMANTAN",3,1454
"S12_37",2,50000000,2019,3,"BPD KALIMANTAN",3,1454
"S12_5",2,100000000,2017,1,"BNI",3,1454
"S12_5",1,150000000,2013,1,"BNI",3,1454
"S12_51",1,160000000,2019,3,"BNI",3,1454
"S12_54",1,50000000,2018,3,"BPD KALTIMTARA",3,1454
"S12_62",1,150000000,2020,3,"BNI",3,1454
"S12_63",1,100000000,2019,3,"BANK MANDIRI",3,1454
"S12_70",1,100000000,2018,3,"BANK MANDIRI",3,1454
"S12_77",1,70000000,2018,1,"BANK MANDIRI",3,1454
"S12_78",1,100000000,2020,3,"BANK MANDIRI",3,1454
"S12_91",2,80000000,2019,3,"BPD KALIMANTAN SELATAN",3,1454
"S12_91",1,50000000,2017,3,"BPD KALIMANTAN SELATAN",3,1454
"S13_107",1,25000000,2018,3,"BRI",3,5808
"S13_108",1,20000000,2020,3,"BRI",3,5808
"S13_109",1,8000000,2017,3,"BRI",3,5808
"S13_110",2,25000000,2018,3,"BRI",3,5808
"S13_110",1,25000000,2015,3,"BRI",3,5808
"S13_111",1,10000000,2016,1,"BRI",3,5808
"S13_111",2,25000000,2018,1,"BRI",3,5808
"S13_118",1,25000000,2018,3,"BRI",3,5808
"S13_120",2,22000000,2019,1,"BRI",1,5808
"S13_120",1,10000000,2018,1,"BRI",3,5808
"S13_121",1,5000000,2019,3,"BRI",3,5808
"S13_122",1,15000000,2019,1,"BRI",1,5808
"S13_123",3,25000000,2020,3,"BRI",3,5808
"S13_123",2,25000000,2019,3,"BRI",3,5808
"S13_123",1,5000000,2018,3,"BRI",3,5808
"S13_13",2,2000000,2018,3,"BRI",3,5808
"S13_13",1,3000000,2016,3,"BRI",3,5808
"S13_139",1,25000000,2018,1,"BRI",3,5808
"S13_139",2,25000000,2020,1,"BRI",3,5808
"S13_144",1,20000000,2017,3,"BRI",3,5808
"S13_144",2,25000000,2019,3,"BRI",3,5808
"S13_17",1,25000000,2016,3,"BRI",3,5808
"S13_17",3,50000000,2020,3,"BRI",3,5808
"S13_17",2,25000000,2018,3,"BRI",3,5808
"S13_24",1,10000000,2014,3,"BRI",3,5808
"S13_24",2,10000000,2016,3,"BRI",3,5808
"S13_24",3,10000000,2018,3,"BRI",3,5808
"S13_28",1,10000000,2017,3,"BRI",3,5808
"S13_28",2,1000000,2019,4,"BANK KALBAR",3,5808
"S13_42",1,8000000,2018,1,"BRI",3,5808
"S13_42",2,10000000,2020,1,"BRI",3,5808
"S13_46",1,25000000,2016,3,"BRI",3,5808
"S13_46",2,25000000,2019,3,"BRI",3,5808
"S13_53",1,25000000,2019,3,"BRI",3,5808
"S13_54",2,50000000,2020,1,"BRI",3,5808
"S13_54",1,25000000,2020,3,"BRI",3,5808
"S13_59",2,50000000,2020,4,"BRI",3,5808
"S13_59",1,25000000,2019,2,"BRI",3,5808
"S13_78",2,30000000,2020,3,"BRI",3,5808
"S13_78",1,15000000,2017,3,"BRI",3,5808
"S13_83",1,25000000,2019,3,"BRI",3,5808
"S13_98",1,25000000,2019,3,"BRI",3,5808
"S14_118",1,25000000,2019,3,"BRI",3,5858
"S14_119",1,20000000,2017,3,"BRI",1,5858
"S14_119",2,15000000,2018,3,"BRI",3,5858
"S14_119",3,25000000,2019,3,"BRI",3,5858
"S14_12",1,10000000,2016,1,"BPD KALIMANTAN BARAT",1,5858
"S14_120",1,25000000,2014,3,"BRI",3,5858
"S14_120",4,25000000,2019,3,"BRI",3,5858
"S14_120",2,25000000,2015,3,"BRI",3,5858
"S14_120",3,25000000,2017,3,"BRI",3,5858
"S14_130",1,25000000,2019,3,"BRI",3,5858
"S14_145",1,25000000,2019,1,"BRI",3,5858
"S14_155",2,25000000,2019,1,"BRI",3,5858
"S14_155",1,25000000,2018,1,"BRI",3,5858
"S14_161",2,50000000,2018,3,"BRI",3,5858
"S14_161",3,75000000,2020,3,"BRI",3,5858
"S14_161",1,25000000,2016,3,"BRI",3,5858
"S14_174",3,35000000,2019,3,"BRI",3,5858
"S14_174",1,7000000,2016,3,"BRI",3,5858
"S14_174",2,20000000,2017,3,"BRI",3,5858
"S14_177",1,25000000,2018,1,"BRI",3,5858
"S14_183",1,25000000,2018,3,"BRI",3,5858
"S14_183",2,25000000,2020,3,"BRI",3,5858
"S14_189",1,10000000,2020,1,"BRI",3,5858
"S14_206",1,15000000,2019,3,"BRI",3,5858
"S14_21",1,25000000,2019,1,"BRI",3,5858
"S14_212",2,30000000,2020,1,"BRI",3,5858
"S14_212",1,25000000,2018,1,"BRI",3,5858
"S14_223",1,25000000,2020,2,"BRI",3,5858
"S14_224",1,15000000,2018,2,"BRI",3,5858
"S14_224",2,15000000,2019,2,"BRI",3,5858
"S14_243",2,5000000,2009,3,"BRI",3,5858
"S14_243",4,5000000,2013,3,"BRI",3,5858
"S14_243",1,5000000,2007,3,"BRI",3,5858
"S14_243",6,15000000,2017,3,"BRI",3,5858
"S14_243",3,5000000,2011,3,"BRI",3,5858
"S14_243",5,5000000,2015,3,"BRI",3,5858
"S14_262",1,25000000,2018,1,"BRI",3,5858
"S14_263",1,5000000,2016,3,"BRI",3,5858
"S14_263",2,25000000,2018,3,"BRI",3,5858
"S14_266",1,25000000,2018,3,"BRI",3,5858
"S14_269",1,25000000,2016,1,"BRI",3,5858
"S14_269",2,25000000,2018,1,"BRI",3,5858
"S14_272",2,60000000,2020,2,"BRI",1,5858
"S14_272",1,25000000,2016,1,"BRI",3,5858
"S14_283",1,10000000,2019,1,"BRI",3,5858
"S14_292",1,25000000,2018,3,"BRI",3,5858
"S14_294",2,25000000,2017,1,"BRI",3,5858
"S14_294",1,10000000,2015,1,"BRI",3,5858
"S14_295",3,30000000,2016,3,"BRI",3,5858
"S14_295",2,20000000,2016,3,"BRI",3,5858
"S14_295",1,10000000,2015,3,"BRI",3,5858
"S14_305",1,25000000,2016,1,"BRI",1,5858
"S14_312",1,15000000,2016,3,"BRI",3,5858
"S14_329",1,15000000,2018,3,"BRI",3,5858
"S14_333",2,25000000,2019,3,"BRI",3,5858
"S14_333",3,40000000,2020,3,"BRI",1,5858
"S14_333",1,20000000,2017,3,"BRI",3,5858
"S14_48",1,5000000,2017,1,"BRI",3,5858
"S14_53",3,25000000,2019,1,"BRI",3,5858
"S14_53",2,15000000,2018,1,"BRI",3,5858
"S14_53",1,10000000,2016,1,"BRI",3,5858
"S14_54",1,10000000,2018,3,"BRI",1,5858
"S14_58",1,200000000,2017,3,"BRI",3,5858
"S14_59",2,2000000,2020,1,"BNI SYARIAH",3,5858
"S14_59",1,2000000,2019,1,"BNI SYARIAH",3,5858
"S14_6",1,25000000,2019,1,"BRI",3,5858
"S14_67",2,50000000,2018,3,"BRI",3,5858
"S14_67",1,25000000,2016,3,"BRI",3,5858
"S14_68",1,25000000,2016,3,"BRI",3,5858
"S14_79",2,25000000,2018,1,"BRI",3,5858
"S14_79",1,15000000,2016,1,"BRI",3,5858
"S14_8",2,10000000,2017,1,"BRI",3,5858
"S14_8",4,25000000,2019,1,"BRI",1,5858
"S14_8",1,7500000,2016,1,"BRI",3,5858
"S14_8",3,15000000,2018,1,"BRI",3,5858
"S14_84",2,25000000,2018,3,"BRI",3,5858
"S14_84",1,15000000,2017,3,"BRI",3,5858
"S14_84",3,50000000,2020,3,"BRI",3,5858
"S14_86",1,10000000,2017,3,"BRI",3,5858
"S14_86",2,10000000,2020,3,"BRI",3,5858
"S14_96",2,25000000,2018,1,"BRI",1,5858
"S14_96",1,25000000,2017,2,"BRI",3,5858
"S15_13",1,200000000,2019,3,"BRI",1,184
"S15_17",1,35000000,2020,3,"BRI",3,184
"S15_21",1,50000000,2020,3,"BRI",3,184
"S15_27",2,25000000,2018,1,"BRI",3,184
"S15_27",3,25000000,2019,1,"BRI",3,184
"S15_27",4,50000000,2020,1,"BRI",3,184
"S15_27",1,10000000,2017,1,"BRI",3,184
"S15_34",1,35000000,2020,3,"BRI",3,184
"S15_38",2,150000000,2019,3,"BRI",3,184
"S15_38",1,40000000,2015,1,"BRI",3,184
"S15_44",1,50000000,2012,3,"BRI",1,184
"S15_44",2,100000000,2016,3,"BRI",3,184
"S15_45",1,35000000,2020,3,"BRI",3,184
"S15_48",1,50000000,2020,3,"BRI",3,184
"S15_5",1,40000000,2020,1,"BRI",3,184
"S15_50",1,40000000,2020,3,"BRI",3,184
"S15_52",1,25000000,2013,3,"BRI SYARIAH",3,184
"S15_52",3,75000000,2017,3,"BRI",3,184
"S15_52",4,100000000,2019,3,"BRI",1,184
"S15_52",2,50000000,2015,3,"BRI",3,184
"S15_53",1,50000000,2020,1,"BRI",3,184
"S15_59",5,150000000,2020,3,"BRI",3,184
"S15_59",1,25000000,2012,3,"BRI",3,184
"S15_59",3,70000000,2016,3,"BRI",3,184
"S15_59",2,50000000,2014,3,"BRI",3,184
"S15_59",4,100000000,2018,3,"BRI",3,184
"S15_95",1,30000000,2020,3,"BRI",3,184
"S15_96",3,125000000,2019,3,"BRI",3,184
"S15_96",1,10000000,2016,3,"BRI",3,184
"S15_96",2,15000000,2018,3,"BRI",3,184
"S16_15",1,40000000,2020,3,"BRI",3,377
"S16_16",1,200000000,2014,1,"BRI",3,377
"S16_16",2,200000000,2018,1,"BRI",3,377
"S16_18",1,50000000,2020,3,"BRI",3,377
"S16_23",1,30000000,2020,1,"BRI",3,377
"S16_27",1,50000000,2012,3,"BRI",3,377
"S16_27",3,120000000,2018,3,"BRI",3,377
"S16_27",2,70000000,2015,3,"BRI",3,377
"S16_30",1,50000000,2012,3,"BRI",3,377
"S16_30",2,100000000,2018,3,"BRI",3,377
"S16_32",2,100000000,2016,3,"BRI",1,377
"S16_32",1,50000000,2015,3,"BRI",1,377
"S16_4",1,50000000,2020,1,"BRI",3,377
"S16_5",1,100000000,2012,1,"BRI",3,377
"S16_5",3,150000000,2019,1,"BRI",3,377
"S16_5",2,100000000,2015,1,"BRI",3,377
"S16_50",2,30000000,2011,3,"BRI",3,377
"S16_50",6,200000000,2019,3,"BRI",3,377
"S16_50",1,10000000,2008,3,"BRI",3,377
"S16_50",3,50000000,2012,3,"BRI",3,377
"S16_50",5,130000000,2017,3,"BRI",3,377
"S16_50",4,80000000,2016,3,"BRI",3,377
"S16_52",3,200000000,2016,3,"BRI",3,377
"S16_52",2,80000000,2015,3,"BRI",3,377
"S16_52",1,40000000,2014,3,"BRI",3,377
"S16_56",1,50000000,2020,3,"BRI",3,377
"S16_6",1,30000000,2020,3,"BRI",3,377
"S16_63",1,50000000,2020,3,"BRI",3,377
"S16_75",2,50000000,2014,3,"BRI",3,377
"S16_75",1,30000000,2012,3,"BRI",3,377
"S16_75",3,30000000,2016,3,"BRI",3,377
"S16_75",4,50000000,2019,3,"BRI",3,377
"S16_79",1,50000000,2020,3,"BRI",3,377
"S17_101",1,15000000,2019,1,"BANK MANDIRI",3,1145
"S17_107",1,50000000,2019,3,"BPD NTT",3,1145
"S17_117",1,12000000,2017,1,"BANK MANDIRI",3,1145
"S17_144",1,15000000,2016,1,"BANK MANDIRI",3,1145
"S17_144",2,15000000,2020,1,"BANK MANDIRI",1,1145
"S17_150",1,20000000,2019,1,"BANK MANDIRI",3,1145
"S17_159",4,50000000,2020,3,"BRI",3,1145
"S17_159",3,25000000,2018,3,"BRI",3,1145
"S17_159",2,25000000,2017,3,"BRI",3,1145
"S17_159",1,20000000,2017,3,"BANK MANDIRI",3,1145
"S17_2",1,15000000,2018,3,"BANK NTB",3,1145
"S17_28",1,5000000,2017,3,"BANK ARTHA GRAHA INTERNASIONAL",1,1145
"S17_35",1,15000000,2019,1,"BRI",3,1145
"S17_57",1,25000000,2017,1,"BANK ARTHA GRAHA INTERNASIONAL",3,1145
"S17_62",1,15000000,2018,1,"BPD NTT",3,1145
"S17_74",1,12000000,2019,3,"BANK MANDIRI",3,1145
"S17_80",1,20000000,2016,1,"BPD NTT",3,1145
"S17_81",1,20000000,2019,1,"BANK MANDIRI",3,1145
"S17_82",1,50000000,2019,1,"BRI",3,1145
"S17_83",2,25000000,2015,3,"BRI",3,1145
"S17_83",3,25000000,2017,3,"BRI",3,1145
"S17_83",4,100000000,2019,3,"BNI",3,1145
"S18_111",1,25000000,2018,1,"BANK ARTHA GRAHA INTERNASIONAL",1,1608
"S18_123",1,25000000,2019,1,"BANK MANDIRI",1,1608
"S18_136",1,20000000,2019,1,"BANK NTT",3,1608
"S18_141",1,25000000,2019,1,"BANK MANDIRI",3,1608
"S18_142",1,20000000,2020,1,"BANK MANDIRI",3,1608
"S18_145",1,25000000,2018,1,"BNI",3,1608
"S18_145",2,25000000,2019,1,"BNI",3,1608
"S18_145",3,35000000,2020,1,"BNI",1,1608
"S18_151",1,10000000,2014,2,"BRI",3,1608
"S18_151",2,15000000,2019,1,"BANK NTT",3,1608
"S18_158",1,20000000,2018,3,"BRI",3,1608
"S18_159",1,25000000,2019,3,"BANK PAPUA",3,1608
"S18_17",4,20000000,2017,3,"BNI",3,1608
"S18_17",7,25000000,2020,3,"BNI",3,1608
"S18_17",5,30000000,2018,3,"BNI",1,1608
"S18_17",1,15000000,2014,3,"BRI",1,1608
"S18_17",2,15000000,2015,3,"BRI",3,1608
"S18_17",6,25000000,2019,3,"BNI",3,1608
"S18_17",3,20000000,2016,3,"BRI",3,1608
"S18_24",1,5000000,2017,1,"BANK ARTHA GRAHA INTERNASIONAL",3,1608
"S18_35",1,25000000,2020,3,"BRI",3,1608
"S18_44",1,20000000,2019,1,"BANK NTT",3,1608
"S18_5",1,25000000,2017,1,"BRI SYARIAH",3,1608
"S18_60",1,10000000,2018,3,"BNI",3,1608
"S18_60",2,10000000,2019,3,"BRI",1,1608
"S18_60",3,15000000,2020,4,"BRI",1,1608
"S18_71",1,10000000,2019,3,"BANK MANDIRI",3,1608
"S19_101",1,25000000,2015,3,"BRI",3,700
"S19_101",2,25000000,2017,3,"BRI",3,700
"S19_101",3,50000000,2018,3,"BANK MANDIRI",3,700
"S19_103",1,50000000,2019,1,"BANK NTT",3,700
"S19_116",1,35000000,2019,3,"BANK PAPUA",3,700
"S19_133",2,200000000,2020,4,"BANK MANDIRI",3,700
"S19_133",1,200000000,2018,1,"BANK MANDIRI",3,700
"S19_143",3,200000000,2020,3,"BNI",3,700
"S19_143",1,50000000,2017,3,"BRI",3,700
"S19_143",2,100000000,2019,3,"BNI",3,700
"S19_146",2,30000000,2016,1,"BRI",3,700
"S19_146",1,20000000,2014,1,"BRI",3,700
"S19_146",3,100000000,2018,1,"BNI",3,700
"S19_157",1,75000000,2020,1,"BNI",3,700
"S19_16",1,35000000,2020,3,"BANK PAPUA",3,700
"S19_2",2,150000000,2018,1,"BANK NTT",1,700
"S19_2",1,75000000,2014,1,"BANK NTT",1,700
"S19_31",1,200000000,2017,1,"BANK MANDIRI",3,700
"S19_378",1,15000000,2018,1,"BRI",3,700
"S19_378",2,10000000,2019,1,"BRI",3,700
"S19_378",3,75000000,2020,1,"BNI",3,700
"S19_378",4,150000000,2021,1,"BNI",3,700
"S19_39",1,30000000,2018,3,"BANK NTT",3,700
"S19_60",1,150000000,2019,1,"BNI",3,700
"S19_8",1,50000000,2018,1,"BANK MANDIRI",1,700
"S19_80",1,100000000,2017,1,"BANK MANDIRI",3,700
"S19_90",1,100000000,2020,1,"BANK SINAR MAS",3,700
"S1_104",2,10000000,2017,3,"BANK MANDIRI",3,5828
"S1_104",1,700000,2015,3,"BRI",3,5828
"S1_105",1,25000000,2019,1,"BANK MANDIRI",3,5828
"S1_122",1,25000000,2019,3,"BNI",3,5828
"S1_130",1,10000000,2016,3,"BANK MANDIRI",1,5828
"S1_136",1,25000000,2016,3,"BANK MANDIRI",1,5828
"S1_148",1,25000000,2019,3,"BANK MANDIRI",3,5828
"S1_148",2,30000000,2020,3,"BANK MANDIRI",3,5828
"S1_153",1,25000000,2018,3,"BANK MANDIRI",3,5828
"S1_16",1,20000000,2017,3,"BANK MANDIRI",3,5828
"S1_167",1,25000000,2019,2,"BANK MANDIRI",3,5828
"S1_170",1,25000000,2016,1,"BANK MANDIRI",3,5828
"S1_170",2,25000000,2018,1,"BANK MANDIRI",3,5828
"S1_172",1,20000000,2017,1,"BANK MANDIRI",3,5828
"S1_181",1,15000000,2019,1,"BANK MANDIRI",3,5828
"S1_19",1,8500000,2016,3,"BANK MANDIRI",3,5828
"S1_192",1,15000000,2019,2,"BANK MANDIRI",3,5828
"S1_211",1,25000000,2016,1,"BANK MANDIRI",3,5828
"S1_213",1,12000000,2018,2,"BANK MANDIRI",3,5828
"S1_23",1,25000000,2019,2,"BRI SYARIAH",3,5828
"S1_247",1,25000000,2018,3,"BANK MANDIRI",3,5828
"S1_247",2,25000000,2019,4,"BANK MANDIRI",3,5828
"S1_251",1,25000000,2016,3,"BANK MANDIRI",3,5828
"S1_251",2,25000000,2018,3,"BANK MANDIRI",3,5828
"S1_285",1,20000000,2017,1,"BANK MANDIRI",3,5828
"S1_30",1,25000000,2016,3,"BANK MANDIRI",3,5828
"S1_30",3,10000000,2020,4,"BANK MANDIRI",3,5828
"S1_30",2,10000000,2019,4,"BANK MANDIRI",3,5828
"S1_39",1,10000000,2016,3,"BANK MANDIRI",3,5828
"S1_39",2,10000000,2018,3,"BRI",3,5828
"S1_39",3,15000000,2018,3,"BANK MITRA BINAAN SEMEN GRESIK",3,5828
"S1_53",1,25000000,2018,2,"BANK MANDIRI",3,5828
"S1_58",1,20000000,2018,3,"BANK MANDIRI",1,5828
"S1_66",3,50000000,2020,3,"BRI",3,5828
"S1_66",2,25000000,2019,3,"BANK MANDIRI",3,5828
"S1_66",1,35000000,2017,3,"BANK MANDIRI",3,5828
"S1_68",1,10000000,2017,1,"BANK MANDIRI",3,5828
"S1_68",2,20000000,2019,1,"BANK MANDIRI",3,5828
"S1_72",1,25000000,2016,3,"BANK MANDIRI",3,5828
"S1_75",2,20000000,2017,3,"BRI",3,5828
"S1_75",1,20000000,2015,1,"BRI",3,5828
"S1_75",3,15000000,2017,3,"BANK MANDIRI",3,5828
"S1_9",1,10000000,2020,1,"BANK MANDIRI",3,5828
"S1_96",1,8000000,2018,3,"BANK MANDIRI",3,5828
"S1_97",1,20000000,2017,3,"BANK MANDIRI",3,5828
"S1_99",1,10000000,2013,1,"BRI",3,5828
"S1_99",2,20000000,2017,1,"BANK MANDIRI",3,5828
"S20_10",1,50000000,2019,3,"BANK PAPUA",3,783
"S20_103",1,35000000,2017,1,"BANK MANDIRI",3,783
"S20_112",1,75000000,2016,3,"BANK MANDIRI",3,783
"S20_117",1,5000000,2017,1,"BRI",3,783
"S20_33",1,26000000,2018,3,"BRI",1,783
"S20_331",1,200000000,2018,1,"BANK MANDIRI",3,783
"S20_332",1,100000000,2019,3,"BRI SYARIAH",3,783
"S20_35",1,70000000,2019,3,"BANK MANDIRI",3,783
"S20_362",1,100000000,2014,1,"BANK MANDIRI",3,783
"S20_362",2,150000000,2019,1,"BANK MANDIRI",3,783
"S20_37",1,50000000,2018,1,"BANK NTT",1,783
"S20_4",1,30000000,2018,1,"BANK NTT",1,783
"S20_53",1,50000000,2019,3,"BANK MANDIRI",3,783
"S20_54",1,100000000,2018,1,"BANK MANDIRI",3,783
"S20_58",2,25000000,2017,1,"BRI",3,783
"S20_58",1,7000000,2015,1,"BRI",3,783
"S20_88",1,200000000,2019,1,"BNI",1,783
"S20_89",1,200000000,2019,1,"BANK MANDIRI",3,783
"S20_94",1,30000000,2019,1,"BNI",3,783
"S21_1",2,15000000,2017,3,"BRI",3,5724
"S21_1",3,15000000,2019,3,"BRI",1,5724
"S21_1",1,10000000,2015,3,"BRI",3,5724
"S21_130",2,25000000,2019,3,"BRI",3,5724
"S21_130",1,6000000,2015,3,"BRI",3,5724
"S21_16",1,5000000,2015,3,"BRI",3,5724
"S21_16",2,10000000,2017,3,"BRI",3,5724
"S21_16",3,25000000,2020,3,"BRI",3,5724
"S21_167",1,5000000,2017,3,"BRI",3,5724
"S21_167",3,25000000,2020,3,"BRI",3,5724
"S21_167",2,10000000,2018,3,"BRI",3,5724
"S21_17",2,25000000,2018,3,"BRI",3,5724
"S21_17",1,20000000,2016,3,"BRI",3,5724
"S21_17",3,50000000,2020,3,"BRI",3,5724
"S21_212",2,10000000,2019,1,"BRI",1,5724
"S21_212",1,6000000,2016,1,"BRI",3,5724
"S21_219",2,15000000,2019,3,"BRI",3,5724
"S21_219",1,8000000,2017,3,"BRI",1,5724
"S21_22",2,25000000,2019,1,"BRI",3,5724
"S21_22",1,10000000,2016,3,"BRI",3,5724
"S21_229",1,15000000,2019,3,"BRI",1,5724
"S21_312",2,30000000,2020,3,"BRI",3,5724
"S21_312",1,30000000,2018,1,"BRI",3,5724
"S21_317",1,10000000,2017,3,"BRI",3,5724
"S21_317",2,17000000,2018,3,"BRI",3,5724
"S21_317",3,15000000,2020,3,"BRI",3,5724
"S21_354",1,5000000,2016,3,"BRI",1,5724
"S21_362",1,25000000,2017,3,"BRI",3,5724
"S21_378",1,5000000,2017,3,"BANK NUSANTARA",3,5724
"S21_378",2,6000000,2019,3,"BANK NUSANTARA",3,5724
"S21_4",1,8000000,2019,1,"BRI",1,5724
"S21_43",2,20000000,2018,1,"BRI",1,5724
"S21_43",1,20000000,2016,1,"BRI",1,5724
"S21_44",1,10000000,2018,3,"BRI",3,5724
"S21_49",1,10000000,2017,3,"BRI",1,5724
"S21_49",2,15000000,2019,3,"BRI",1,5724
"S21_54",1,15000000,2018,1,"BRI",3,5724
"S21_60",1,10000000,2019,3,"BRI",1,5724
"S21_64",1,25000000,2016,3,"BRI",3,5724
"S21_72",1,15000000,2016,1,"BRI",3,5724
"S22_118",1,25000000,2018,1,"BRI",3,5777
"S22_122",1,25000000,2016,3,"BRI",1,5777
"S22_124",1,20000000,2018,3,"BRI",3,5777
"S22_128",1,25000000,2018,3,"BRI",1,5777
"S22_134",2,11000000,2020,3,"BRI",3,5777
"S22_134",1,7000000,2019,3,"BRI",3,5777
"S22_140",1,15000000,2017,3,"BRI",3,5777
"S22_140",2,20000000,2019,3,"BRI",1,5777
"S22_158",1,6000000,2019,3,"BRI",1,5777
"S22_159",2,25000000,2018,1,"BRI",1,5777
"S22_159",1,25000000,2018,1,"BRI",3,5777
"S22_16",1,70000000,2019,1,"BRI",3,5777
"S22_161",1,15000000,2018,3,"BRI",3,5777
"S22_164",1,25000000,2019,3,"BRI",3,5777
"S22_165",1,10000000,2019,1,"BRI",3,5777
"S22_174",1,15000000,2019,1,"BRI",3,5777
"S22_174",2,15000000,2020,1,"BRI",3,5777
"S22_177",2,25000000,2020,1,"BRI",3,5777
"S22_177",1,15000000,2019,1,"BRI",3,5777
"S22_183",1,25000000,2015,3,"BRI",3,5777
"S22_183",2,25000000,2017,3,"BRI",3,5777
"S22_20",2,15000000,2019,3,"BRI",3,5777
"S22_20",1,10000000,2017,1,"BRI",1,5777
"S22_201",1,12000000,2020,1,"BRI",1,5777
"S22_213",1,25000000,2019,3,"BRI",1,5777
"S22_224",1,10000000,2018,1,"BRI",1,5777
"S22_231",2,25000000,2019,3,"BRI",3,5777
"S22_231",1,25000000,2017,3,"BRI",3,5777
"S22_239",2,40000000,2019,1,"BRI",3,5777
"S22_239",3,60000000,2019,3,"BRI",3,5777
"S22_239",1,25000000,2018,3,"BRI",1,5777
"S22_254",1,25000000,2019,3,"BRI",3,5777
"S22_254",2,25000000,2020,3,"BRI",3,5777
"S22_293",4,20000000,2020,1,"BRI",3,5777
"S22_293",3,25000000,2019,3,"BRI",3,5777
"S22_293",1,10000000,2017,3,"BRI",3,5777
"S22_293",2,20000000,2018,3,"BRI",3,5777
"S22_34",1,25000000,2019,3,"BRI",1,5777
"S22_35",1,25000000,2018,3,"BRI",1,5777
"S22_4",1,20000000,2016,3,"BRI",3,5777
"S22_46",1,5000000,2018,1,"BRI",3,5777
"S22_6",1,20000000,2016,3,"BRI",3,5777
"S22_6",2,25000000,2018,3,"BRI",3,5777
"S22_77",1,35000000,2019,3,"BRI",3,5777
"S22_79",2,25000000,2018,1,"BRI",1,5777
"S22_79",1,15000000,2016,1,"BRI",3,5777
"S22_80",2,25000000,2020,1,"BRI",3,5777
"S22_80",1,10000000,2018,1,"BRI",3,5777
"S22_9",1,15000000,2017,3,"BRI",3,5777
"S22_9",2,25000000,2018,3,"BRI",3,5777
"S22_9",3,50000000,2020,3,"BRI",3,5777
"S22_92",1,20000000,2018,1,"BRI",3,5777
"S22_92",2,20000000,2020,1,"BRI",3,5777
"S22_97",1,10000000,2018,3,"BRI",3,5777
"S23_10",1,40000000,2020,1,"BRI",3,163
"S23_11",1,150000000,2018,3,"BRI",3,163
"S23_11",2,150000000,2020,3,"BRI",3,163
"S23_16",1,175000000,2017,1,"BRI",3,163
"S23_17",1,200000000,2018,1,"BRI",3,163
"S23_18",1,150000000,2018,3,"BRI",3,163
"S23_20",1,50000000,2020,1,"BRI",1,163
"S23_22",1,50000000,2020,3,"BRI",3,163
